DatGeracaoConjuntoDados;DscOrigem;NomTipoUsina;NomSubTipoUsina;QtdUsinaTermeletrica;MdaPotenciaInstaladaKW;MesReferencia;AnoReferencia
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;1;40000,00;12;2021
2023-07-01;Fóssil;Gás natural;Gás Natural;166;16188939,39;12;2021
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;4;165970,00;12;2021
2023-07-01;Fóssil;Petróleo;Gás de Alto Forno - PE;1;1200,00;12;2021
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;6;319530,00;12;2021
2023-07-01;Fóssil;Petróleo;Óleo Combustível;68;3103150,48;12;2021
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2226;4549263,77;12;2021
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;16;991108,00;12;2021
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;413;11528046,20;3 ;2022
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;4;31867,00;3 ;2022
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;2;31700,00;3 ;2022
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;13;53333,00;3 ;2022
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;3 ;2022
2023-07-01;Biomassa;Biocombustíveis líquidos;Óleos vegetais;4;5630,40;3 ;2022
2023-07-01;Biomassa;Floresta;Biogás - Floresta;1;5000,00;3 ;2022
2023-07-01;Biomassa;Floresta;Carvão Vegetal;7;38197,00;3 ;2022
2023-07-01;Biomassa;Floresta;Gás de Alto Forno - Biomassa;12;127705,05;3 ;2022
2023-07-01;Biomassa;Floresta;Lenha;9;137075,00;3 ;2022
2023-07-01;Biomassa;Floresta;Licor Negro;20;3073186,00;3 ;2022
2023-07-01;Biomassa;Floresta;Resíduos Florestais;65;609710,00;3 ;2022
2023-07-01;Biomassa;Resíduos animais;Biogás - RA;16;4891,20;3 ;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Biogás - RU;24;186855,60;3 ;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Carvão - RU;3;8250,00;3 ;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Resíduos Sólidos Urbanos - RU;6;20608,00;3 ;2022
2023-07-01;Fóssil;Carvão mineral;Calor de Processo - CM;2;28400,00;3 ;2022
2023-07-01;Fóssil;Carvão mineral;Carvão Mineral;13;3202740,00;3 ;2022
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;7;351690,00;3 ;2022
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;1;40000,00;3 ;2022
2023-07-01;Fóssil;Gás natural;Gás Natural;167;16337904,39;3 ;2022
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;4;165970,00;3 ;2022
2023-07-01;Fóssil;Petróleo;Gás de Alto Forno - PE;1;1200,00;3 ;2022
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;6;319530,00;3 ;2022
2023-07-01;Fóssil;Petróleo;Óleo Combustível;49;3102317,28;3 ;2022
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2248;4557453,59;3 ;2022
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;16;985108,00;3 ;2022
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;415;11578046,20;6 ;2022
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;4;31867,00;6 ;2022
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;2;31700,00;6 ;2022
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;13;53333,00;6 ;2022
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;6 ;2022
2023-07-01;Biomassa;Biocombustíveis líquidos;Óleos vegetais;4;5630,40;6 ;2022
2023-07-01;Biomassa;Floresta;Biogás - Floresta;1;5000,00;6 ;2022
2023-07-01;Biomassa;Floresta;Carvão Vegetal;7;38197,00;6 ;2022
2023-07-01;Biomassa;Floresta;Gás de Alto Forno - Biomassa;12;127705,05;6 ;2022
2023-07-01;Biomassa;Floresta;Lenha;10;163075,00;6 ;2022
2023-07-01;Biomassa;Floresta;Licor Negro;21;3275886,00;6 ;2022
2023-07-01;Biomassa;Floresta;Resíduos Florestais;70;652210,00;6 ;2022
2023-07-01;Biomassa;Resíduos animais;Biogás - RA;16;4891,20;6 ;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Biogás - RU;24;186855,60;6 ;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Carvão - RU;3;8250,00;6 ;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Resíduos Sólidos Urbanos - RU;7;23413,00;6 ;2022
2023-07-01;Fóssil;Carvão mineral;Calor de Processo - CM;2;28400,00;6 ;2022
2023-07-01;Fóssil;Carvão mineral;Carvão Mineral;13;3202740,00;6 ;2022
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;7;351690,00;6 ;2022
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;1;40000,00;6 ;2022
2023-07-01;Fóssil;Gás natural;Gás Natural;168;16326426,39;6 ;2022
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;4;165970,00;6 ;2022
2023-07-01;Fóssil;Petróleo;Gás de Alto Forno - PE;1;1200,00;6 ;2022
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;7;419530,00;6 ;2022
2023-07-01;Fóssil;Petróleo;Óleo Combustível;47;3002307,28;6 ;2022
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2245;4455396,59;6 ;2022
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;16;985108,00;6 ;2022
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;419;11748446,20;9 ;2022
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;4;31867,00;9 ;2022
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;2;31700,00;9 ;2022
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;13;53333,00;9 ;2022
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;9 ;2022
2023-07-01;Biomassa;Biocombustíveis líquidos;Óleos vegetais;4;5630,40;9 ;2022
2023-07-01;Biomassa;Floresta;Biogás - Floresta;1;5000,00;9 ;2022
2023-07-01;Biomassa;Floresta;Carvão Vegetal;7;38197,00;9 ;2022
2023-07-01;Biomassa;Floresta;Gás de Alto Forno - Biomassa;12;127705,05;9 ;2022
2023-07-01;Biomassa;Floresta;Lenha;10;163075,00;9 ;2022
2023-07-01;Biomassa;Floresta;Licor Negro;21;3275886,00;9 ;2022
2023-07-01;Biomassa;Floresta;Resíduos Florestais;73;717690,00;9 ;2022
2023-07-01;Biomassa;Resíduos animais;Biogás - RA;17;6023,20;9 ;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Biogás - RU;26;191707,60;9 ;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Carvão - RU;3;8250,00;9 ;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Resíduos Sólidos Urbanos - RU;8;24413,00;9 ;2022
2023-07-01;Fóssil;Carvão mineral;Calor de Processo - CM;2;28400,00;9 ;2022
2023-07-01;Fóssil;Carvão mineral;Carvão Mineral;13;3202740,00;9 ;2022
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;7;351690,00;9 ;2022
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;1;40000,00;9 ;2022
2023-07-01;Fóssil;Gás natural;Gás Natural;173;16706602,95;9 ;2022
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;4;165970,00;9 ;2022
2023-07-01;Fóssil;Petróleo;Gás de Alto Forno - PE;1;1200,00;9 ;2022
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;7;419530,00;9 ;2022
2023-07-01;Fóssil;Petróleo;Óleo Combustível;47;3002307,28;9 ;2022
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2234;4293944,99;9 ;2022
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;16;985108,00;9 ;2022
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;420;11839066,20;12;2022
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;4;31867,00;12;2022
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;2;31700,00;12;2022
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;13;53333,00;12;2022
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;12;2022
2023-07-01;Biomassa;Biocombustíveis líquidos;Óleos vegetais;5;17180,40;12;2022
2023-07-01;Biomassa;Floresta;Biogás - Floresta;1;5000,00;12;2022
2023-07-01;Biomassa;Floresta;Carvão Vegetal;7;38197,00;12;2022
2023-07-01;Biomassa;Floresta;Gás de Alto Forno - Biomassa;12;127705,05;12;2022
2023-07-01;Biomassa;Floresta;Lenha;11;165075,00;12;2022
2023-07-01;Biomassa;Floresta;Licor Negro;21;3275886,00;12;2022
2023-07-01;Biomassa;Floresta;Resíduos Florestais;72;713990,00;12;2022
2023-07-01;Biomassa;Resíduos animais;Biogás - RA;17;6023,20;12;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Biogás - RU;26;193133,60;12;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Carvão - RU;3;8250,00;12;2022
2023-07-01;Biomassa;Resíduos sólidos urbanos;Resíduos Sólidos Urbanos - RU;8;24413,00;12;2022
2023-07-01;Fóssil;Carvão mineral;Calor de Processo - CM;2;28400,00;12;2022
2023-07-01;Fóssil;Carvão mineral;Carvão Mineral;13;3202740,00;12;2022
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;7;351690,00;12;2022
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;2;405320,00;12;2022
2023-07-01;Fóssil;Gás natural;Gás Natural;180;17041741,39;12;2022
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;4;165970,00;12;2022
2023-07-01;Fóssil;Petróleo;Gás de Alto Forno - PE;1;1200,00;12;2022
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;7;419530,00;12;2022
2023-07-01;Fóssil;Petróleo;Óleo Combustível;47;3097307,28;12;2022
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2131;3977346,69;12;2022
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;16;985108,00;12;2022
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;421;11832066,20;3 ;2023
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;5;32615,80;3 ;2023
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;2;31700,00;3 ;2023
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;13;53333,00;3 ;2023
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;3 ;2023
2023-07-01;Biomassa;Biocombustíveis líquidos;Óleos vegetais;5;17180,40;3 ;2023
2023-07-01;Biomassa;Floresta;Biogás - Floresta;1;5000,00;3 ;2023
2023-07-01;Biomassa;Floresta;Carvão Vegetal;6;30197,00;3 ;2023
2023-07-01;Biomassa;Floresta;Gás de Alto Forno - Biomassa;11;120765,05;3 ;2023
2023-07-01;Biomassa;Floresta;Lenha;12;167827,80;3 ;2023
2023-07-01;Biomassa;Floresta;Licor Negro;21;3275886,00;3 ;2023
2023-07-01;Biomassa;Floresta;Resíduos Florestais;72;713990,00;3 ;2023
2023-07-01;Biomassa;Resíduos animais;Biogás - RA;18;6943,20;3 ;2023
2023-07-01;Biomassa;Resíduos sólidos urbanos;Biogás - RU;26;193133,60;3 ;2023
2023-07-01;Biomassa;Resíduos sólidos urbanos;Carvão - RU;3;8250,00;3 ;2023
2023-07-01;Biomassa;Resíduos sólidos urbanos;Resíduos Sólidos Urbanos - RU;8;24413,00;3 ;2023
2023-07-01;Fóssil;Carvão mineral;Calor de Processo - CM;2;28400,00;3 ;2023
2023-07-01;Fóssil;Carvão mineral;Carvão Mineral;13;3085740,00;3 ;2023
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;7;351690,00;3 ;2023
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;2;405320,00;3 ;2023
2023-07-01;Fóssil;Gás natural;Gás Natural;178;17051465,39;3 ;2023
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;4;165970,00;3 ;2023
2023-07-01;Fóssil;Petróleo;Gás de Alto Forno - PE;1;1200,00;3 ;2023
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;7;419530,00;3 ;2023
2023-07-01;Fóssil;Petróleo;Óleo Combustível;44;3097177,28;3 ;2023
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2116;3951795,69;3 ;2023
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;16;985108,00;3 ;2023
2023-07-01;Biomassa;Agroindustriais;Bagaço de Cana de Açúcar;422;11887066,20;5 ;2023
2023-07-01;Biomassa;Agroindustriais;Biogás-AGR;5;32615,80;5 ;2023
2023-07-01;Biomassa;Agroindustriais;Capim Elefante;2;31700,00;5 ;2023
2023-07-01;Biomassa;Agroindustriais;Casca de Arroz;13;53333,00;5 ;2023
2023-07-01;Biomassa;Biocombustíveis líquidos;Etanol;1;320,00;5 ;2023
2023-07-01;Biomassa;Biocombustíveis líquidos;Óleos vegetais;5;17180,40;5 ;2023
2023-07-01;Biomassa;Floresta;Biogás - Floresta;1;5000,00;5 ;2023
2023-07-01;Biomassa;Floresta;Carvão Vegetal;6;30197,00;5 ;2023
2023-07-01;Biomassa;Floresta;Gás de Alto Forno - Biomassa;12;124265,05;5 ;2023
2023-07-01;Biomassa;Floresta;Lenha;12;167827,80;5 ;2023
2023-07-01;Biomassa;Floresta;Licor Negro;21;3275886,00;5 ;2023
2023-07-01;Biomassa;Floresta;Resíduos Florestais;72;713990,00;5 ;2023
2023-07-01;Biomassa;Resíduos animais;Biogás - RA;18;6943,20;5 ;2023
2023-07-01;Biomassa;Resíduos sólidos urbanos;Biogás - RU;26;193133,60;5 ;2023
2023-07-01;Biomassa;Resíduos sólidos urbanos;Carvão - RU;3;8250,00;5 ;2023
2023-07-01;Biomassa;Resíduos sólidos urbanos;Resíduos Sólidos Urbanos - RU;8;24413,00;5 ;2023
2023-07-01;Fóssil;Carvão mineral;Calor de Processo - CM;2;28400,00;5 ;2023
2023-07-01;Fóssil;Carvão mineral;Carvão Mineral;13;3085740,00;5 ;2023
2023-07-01;Fóssil;Carvão mineral;Gás de Alto Forno - CM;7;351690,00;5 ;2023
2023-07-01;Fóssil;Gás natural;Calor de Processo - GN;2;425747,00;5 ;2023
2023-07-01;Fóssil;Gás natural;Gás Natural;181;17154251,39;5 ;2023
2023-07-01;Fóssil;Outros Fósseis;Calor de Processo - OF;4;165970,00;5 ;2023
2023-07-01;Fóssil;Petróleo;Gás de Alto Forno - PE;1;1200,00;5 ;2023
2023-07-01;Fóssil;Petróleo;Gás de Refinaria;7;419530,00;5 ;2023
2023-07-01;Fóssil;Petróleo;Óleo Combustível;44;3097177,28;5 ;2023
2023-07-01;Fóssil;Petróleo;Óleo Diesel;2123;3997556,29;5 ;2023
2023-07-01;Fóssil;Petróleo;Outros Energéticos de Petróleo;16;985108,00;5 ;2023
